country,weekly_count,year_week,year_month
Spain,180204,2021-29,2021-07
Spain,160929,2021-30,2021-07
Spain,124787,2021-31,2021-08
Spain,91496,2021-32,2021-08
Spain,75086,2021-33,2021-08
Spain,52946,2021-34,2021-08
Spain,40096,2021-35,2021-08
Spain,27871,2021-36,2021-09
Spain,20269,2021-37,2021-09
Spain,16106,2021-38,2021-09
Spain,13759,2021-39,2021-09
Spain,12049,2021-40,2021-10
Spain,11430,2021-41,2021-10
Sweden,0,2020-01,2020-01
Sweden,0,2020-02,2020-01
Sweden,0,2020-03,2020-01
Sweden,0,2020-04,2020-01
Sweden,0,2020-05,2020-02
Sweden,1,2020-06,2020-02
Sweden,0,2020-07,2020-02
Sweden,0,2020-08,2020-02
Sweden,13,2020-09,2020-03
Sweden,211,2020-10,2020-03
Sweden,838,2020-11,2020-03
Sweden,924,2020-12,2020-03
Sweden,1957,2020-13,2020-04
Sweden,3229,2020-14,2020-04
Sweden,3740,2020-15,2020-04
Sweden,3752,2020-16,2020-04
Sweden,4203,2020-17,2020-04
Sweden,3832,2020-18,2020-05
Sweden,4153,2020-19,2020-05
Sweden,3869,2020-20,2020-05
Sweden,3659,2020-21,2020-05
Sweden,4280,2020-22,2020-06
Sweden,6021,2020-23,2020-06
Sweden,7123,2020-24,2020-06
Sweden,7073,2020-25,2020-06
Sweden,7455,2020-26,2020-06
Sweden,4279,2020-27,2020-07
Sweden,2179,2020-28,2020-07
Sweden,1622,2020-29,2020-07
Sweden,1316,2020-30,2020-07
Sweden,1556,2020-31,2020-08
Sweden,2014,2020-32,2020-08
Sweden,2052,2020-33,2020-08
Sweden,1687,2020-34,2020-08
Sweden,1200,2020-35,2020-08
Sweden,1332,2020-36,2020-09
Sweden,1592,2020-37,2020-09
Sweden,2080,2020-38,2020-09
Sweden,2919,2020-39,2020-09
Sweden,3642,2020-40,2020-10
Sweden,4278,2020-41,2020-10
Sweden,5620,2020-42,2020-10
Sweden,9155,2020-43,2020-10
Sweden,18474,2020-44,2020-10
Sweden,25405,2020-45,2020-11
Sweden,31319,2020-46,2020-11
Sweden,31944,2020-47,2020-11
Sweden,35560,2020-48,2020-11
Sweden,36837,2020-49,2020-12
Sweden,43631,2020-50,2020-12
Sweden,46177,2020-51,2020-12
Sweden,37134,2020-52,2020-12
Sweden,41323,2020-53,2020-12
Sweden,39455,2021-01,2021-01
Sweden,28942,2021-02,2021-01
Sweden,23230,2021-03,2021-01
Sweden,20660,2021-04,2021-01
Sweden,19605,2021-05,2021-02
Sweden,21283,2021-06,2021-02
Sweden,23615,2021-07,2021-02
Sweden,26690,2021-08,2021-02
Sweden,27748,2021-09,2021-03
Sweden,28555,2021-10,2021-03
Sweden,33033,2021-11,2021-03
Sweden,37881,2021-12,2021-03
Sweden,38386,2021-13,2021-04
Sweden,41147,2021-14,2021-04
Sweden,41038,2021-15,2021-04
Sweden,36032,2021-16,2021-04
Sweden,35306,2021-17,2021-04
Sweden,33680,2021-18,2021-05
Sweden,25916,2021-19,2021-05
Sweden,18169,2021-20,2021-05
Sweden,7974,2021-21,2021-05
Sweden,9094,2021-22,2021-06
Sweden,4394,2021-23,2021-06
Sweden,2848,2021-24,2021-06
Sweden,1982,2021-25,2021-06
Sweden,1869,2021-26,2021-06
Sweden,1514,2021-27,2021-07
Sweden,1881,2021-28,2021-07
Sweden,2662,2021-29,2021-07
Sweden,3459,2021-30,2021-07
Sweden,4608,2021-31,2021-08
Sweden,5820,2021-32,2021-08
Sweden,6466,2021-33,2021-08
Sweden,6688,2021-34,2021-08
Sweden,7236,2021-35,2021-08
Sweden,7973,2021-36,2021-09
Sweden,6266,2021-37,2021-09
Sweden,4298,2021-38,2021-09
Sweden,4241,2021-39,2021-09
Sweden,4141,2021-40,2021-10
Sweden,4063,2021-41,2021-10
Switzerland,0,2020-01,2020-01
Switzerland,0,2020-02,2020-01
Switzerland,0,2020-03,2020-01
Switzerland,0,2020-04,2020-01
Switzerland,0,2020-05,2020-02
Switzerland,0,2020-06,2020-02
Switzerland,0,2020-07,2020-02
Switzerland,0,2020-08,2020-02
Switzerland,24,2020-09,2020-03
Switzerland,308,2020-10,2020-03
Switzerland,1868,2020-11,2020-03
Switzerland,4771,2020-12,2020-03
Switzerland,7303,2020-13,2020-04
Switzerland,6748,2020-14,2020-04
Switzerland,4198,2020-15,2020-04
Switzerland,2438,2020-16,2020-04
Switzerland,1320,2020-17,2020-04
Switzerland,844,2020-18,2020-05
Switzerland,400,2020-19,2020-05
Switzerland,282,2020-20,2020-05
Switzerland,149,2020-21,2020-05
Switzerland,126,2020-22,2020-06
Switzerland,103,2020-23,2020-06
Switzerland,152,2020-24,2020-06
Switzerland,175,2020-25,2020-06
Switzerland,325,2020-26,2020-06
Switzerland,650,2020-27,2020-07
Switzerland,614,2020-28,2020-07
Switzerland,706,2020-29,2020-07
Switzerland,821,2020-30,2020-07
Switzerland,1136,2020-31,2020-08
Switzerland,1053,2020-32,2020-08
Switzerland,1517,2020-33,2020-08
Switzerland,1771,2020-34,2020-08
Switzerland,2104,2020-35,2020-08
Switzerland,2387,2020-36,2020-09
Switzerland,2775,2020-37,2020-09
Switzerland,2103,2020-38,2020-09
Switzerland,2693,2020-39,2020-09
Switzerland,2399,2020-40,2020-10
Switzerland,5967,2020-41,2020-10
Switzerland,14192,2020-42,2020-10
Switzerland,28901,2020-43,2020-10
Switzerland,50405,2020-44,2020-10
Switzerland,57432,2020-45,2020-11
Switzerland,45026,2020-46,2020-11
Switzerland,33297,2020-47,2020-11
Switzerland,27534,2020-48,2020-11
Switzerland,26084,2020-49,2020-12
Switzerland,29228,2020-50,2020-12
Switzerland,39833,2020-51,2020-12
Switzerland,24084,2020-52,2020-12
Switzerland,23414,2020-53,2020-12
Switzerland,22434,2021-01,2021-01
Switzerland,15378,2021-02,2021-01
Switzerland,13605,2021-03,2021-01
Switzerland,11451,2021-04,2021-01
Switzerland,10027,2021-05,2021-02
Switzerland,8038,2021-06,2021-02
Switzerland,7007,2021-07,2021-02
Switzerland,7240,2021-08,2021-02
Switzerland,7524,2021-09,2021-03
Switzerland,8759,2021-10,2021-03
Switzerland,10416,2021-11,2021-03
Switzerland,12504,2021-12,2021-03
Switzerland,14020,2021-13,2021-04
Switzerland,15063,2021-14,2021-04
Switzerland,11268,2021-15,2021-04
Switzerland,14453,2021-16,2021-04
Switzerland,12069,2021-17,2021-04
Switzerland,10314,2021-18,2021-05
Switzerland,7848,2021-19,2021-05
Switzerland,7951,2021-20,2021-05
Switzerland,4607,2021-21,2021-05
Switzerland,3620,2021-22,2021-06
Switzerland,2361,2021-23,2021-06
Switzerland,1255,2021-24,2021-06
Switzerland,747,2021-25,2021-06
Switzerland,1026,2021-26,2021-06
Switzerland,1969,2021-27,2021-07
Switzerland,4116,2021-28,2021-07
Switzerland,4507,2021-29,2021-07
Switzerland,5257,2021-30,2021-07
Switzerland,7413,2021-31,2021-08
Switzerland,13779,2021-32,2021-08
Switzerland,17958,2021-33,2021-08
Switzerland,17939,2021-34,2021-08
Switzerland,18627,2021-35,2021-08
Switzerland,18412,2021-36,2021-09
Switzerland,12960,2021-37,2021-09
Switzerland,9342,2021-38,2021-09
Switzerland,11285,2021-39,2021-09
Switzerland,640,2021-40,2021-10
Switzerland,8500,2021-41,2021-10
Turkey,18,2020-11,2020-03
Turkey,1218,2020-12,2020-03
Turkey,8035,2020-13,2020-04
Turkey,17798,2020-14,2020-04
Turkey,29887,2020-15,2020-04
Turkey,29350,2020-16,2020-04
Turkey,23824,2020-17,2020-04
Turkey,15915,2020-18,2020-05
Turkey,12612,2020-19,2020-05
Turkey,10778,2020-20,2020-05
Turkey,7392,2020-21,2020-05
Turkey,7115,2020-22,2020-06
Turkey,6190,2020-23,2020-06
Turkey,8107,2020-24,2020-06
Turkey,9446,2020-25,2020-06
Turkey,9554,2020-26,2020-06
Turkey,8519,2020-27,2020-07
Turkey,7235,2020-28,2020-07
Turkey,6648,2020-29,2020-07
Turkey,6459,2020-30,2020-07
Turkey,47136,2020-31,2020-08
Turkey,55058,2020-32,2020-08
Turkey,55615,2020-33,2020-08
Turkey,56050,2020-34,2020-08
Turkey,57407,2020-35,2020-08
Turkey,58370,2020-36,2020-09
Turkey,58466,2020-37,2020-09
Turkey,58815,2020-38,2020-09
Turkey,58676,2020-39,2020-09
Turkey,57120,2020-40,2020-10
Turkey,58200,2020-41,2020-10
Turkey,59070,2020-42,2020-10
Turkey,61418,2020-43,2020-10
Turkey,62782,2020-44,2020-10
Turkey,63892,2020-45,2020-11
Turkey,67133,2020-46,2020-11
Turkey,79659,2020-47,2020-11
Turkey,159462,2020-48,2020-11
Turkey,220667,2020-49,2020-12
Turkey,215632,2020-50,2020-12
Turkey,187873,2020-51,2020-12
Turkey,122977,2020-52,2020-12
Turkey,94334,2020-53,2020-12
Turkey,84344,2021-01,2021-01
Turkey,60845,2021-02,2021-01
Turkey,42504,2021-03,2021-01
Turkey,47858,2021-04,2021-01
Turkey,53993,2021-05,2021-02
Turkey,54727,2021-06,2021-02
Turkey,52239,2021-07,2021-02
Turkey,63166,2021-08,2021-02
Turkey,78829,2021-09,2021-03
Turkey,98973,2021-10,2021-03
Turkey,133732,2021-11,2021-03
Turkey,195051,2021-12,2021-03
Turkey,278877,2021-13,2021-04
Turkey,361961,2021-14,2021-04
Turkey,419436,2021-15,2021-04
Turkey,361522,2021-16,2021-04
Turkey,245419,2021-17,2021-04
Turkey,155944,2021-18,2021-05
Turkey,86042,2021-19,2021-05
Turkey,69113,2021-20,2021-05
Turkey,56424,2021-21,2021-05
Turkey,45069,2021-22,2021-06
Turkey,42467,2021-23,2021-06
Turkey,39852,2021-24,2021-06
Turkey,38728,2021-25,2021-06
Turkey,35759,2021-26,2021-06
Turkey,31508,2021-27,2021-07
Turkey,53425,2021-28,2021-07
Turkey,57659,2021-29,2021-07
Turkey,139667,2021-30,2021-07
Turkey,144839,2021-31,2021-08
Turkey,187922,2021-32,2021-08
Turkey,137235,2021-33,2021-08
Turkey,149840,2021-34,2021-08
Turkey,151173,2021-35,2021-08
Turkey,160197,2021-36,2021-09
Turkey,189008,2021-37,2021-09
Turkey,166380,2021-38,2021-09
Turkey,197277,2021-39,2021-09
Turkey,205266,2021-40,2021-10
Turkey,213981,2021-41,2021-10
Ukraine,3,2020-11,2020-03
Ukraine,44,2020-12,2020-03
Ukraine,371,2020-13,2020-04
Ukraine,890,2020-14,2020-04
Ukraine,1469,2020-15,2020-04
Ukraine,2672,2020-16,2020-04
Ukraine,3168,2020-17,2020-04
Ukraine,3296,2020-18,2020-05
Ukraine,3319,2020-19,2020-05
Ukraine,3059,2020-20,2020-05
Ukraine,2695,2020-21,2020-05
Ukraine,2686,2020-22,2020-06
Ukraine,3327,2020-23,2020-06
Ukraine,4155,2020-24,2020-06
Ukraine,5406,2020-25,2020-06
Ukraine,6422,2020-26,2020-06
Ukraine,5518,2020-27,2020-07
Ukraine,5021,2020-28,2020-07
Ukraine,5321,2020-29,2020-07
Ukraine,6007,2020-30,2020-07
Ukraine,7319,2020-31,2020-08
Ukraine,9789,2020-32,2020-08
Ukraine,10863,2020-33,2020-08
Ukraine,12138,2020-34,2020-08
Ukraine,14116,2020-35,2020-08
Ukraine,16820,2020-36,2020-09
Ukraine,18441,2020-37,2020-09
Ukraine,21343,2020-38,2020-09
Ukraine,22956,2020-39,2020-09
Ukraine,27828,2020-40,2020-10
Ukraine,34572,2020-41,2020-10
Ukraine,42604,2020-42,2020-10
Ukraine,39851,2020-43,2020-10
Ukraine,51951,2020-44,2020-10
Ukraine,64891,2020-45,2020-11
Ukraine,75526,2020-46,2020-11
Ukraine,76808,2020-47,2020-11
Ukraine,110014,2020-48,2020-11
Ukraine,90627,2020-49,2020-12
Ukraine,87360,2020-50,2020-12
Ukraine,70327,2020-51,2020-12
Ukraine,59381,2020-52,2020-12
Ukraine,43719,2020-53,2020-12
Ukraine,45221,2021-01,2021-01
Ukraine,44402,2021-02,2021-01
Ukraine,30612,2021-03,2021-01
Ukraine,29551,2021-04,2021-01
Ukraine,23111,2021-05,2021-02
Ukraine,21059,2021-06,2021-02
Ukraine,39613,2021-07,2021-02
Ukraine,44472,2021-08,2021-02
Ukraine,54666,2021-09,2021-03
Ukraine,60748,2021-10,2021-03
Ukraine,86708,2021-11,2021-03
Ukraine,98153,2021-12,2021-03
Ukraine,103479,2021-13,2021-04
Ukraine,105217,2021-14,2021-04
Ukraine,91911,2021-15,2021-04
Ukraine,77317,2021-16,2021-04
Ukraine,55605,2021-17,2021-04
Ukraine,36389,2021-18,2021-05
Ukraine,33673,2021-19,2021-05
Ukraine,27855,2021-20,2021-05
Ukraine,18639,2021-21,2021-05
Ukraine,12558,2021-22,2021-06
Ukraine,8926,2021-23,2021-06
Ukraine,5868,2021-24,2021-06
Ukraine,4435,2021-25,2021-06
Ukraine,3542,2021-26,2021-06
Ukraine,3394,2021-27,2021-07
Ukraine,3460,2021-28,2021-07
Ukraine,3986,2021-29,2021-07
Ukraine,4606,2021-30,2021-07
Ukraine,6182,2021-31,2021-08
Ukraine,6878,2021-32,2021-08
Ukraine,8842,2021-33,2021-08
Ukraine,9769,2021-34,2021-08
Ukraine,13367,2021-35,2021-08
Ukraine,19517,2021-36,2021-09
Ukraine,32822,2021-37,2021-09
Ukraine,44758,2021-38,2021-09
Ukraine,64606,2021-39,2021-09
Ukraine,90079,2021-40,2021-10
Ukraine,94605,2021-41,2021-10
United Kingdom,0,2020-01,2020-01
United Kingdom,0,2020-02,2020-01
United Kingdom,0,2020-03,2020-01
United Kingdom,0,2020-04,2020-01
United Kingdom,2,2020-05,2020-02
United Kingdom,6,2020-06,2020-02
United Kingdom,2,2020-07,2020-02
United Kingdom,1,2020-08,2020-02
United Kingdom,36,2020-09,2020-03
United Kingdom,365,2020-10,2020-03
United Kingdom,2193,2020-11,2020-03
United Kingdom,6329,2020-12,2020-03
United Kingdom,17889,2020-13,2020-04
United Kingdom,30357,2020-14,2020-04
United Kingdom,32205,2020-15,2020-04
United Kingdom,32027,2020-16,2020-04
United Kingdom,32830,2020-17,2020-04
United Kingdom,31282,2020-18,2020-05
United Kingdom,22867,2020-19,2020-05
United Kingdom,19857,2020-20,2020-05
United Kingdom,16360,2020-21,2020-05
United Kingdom,10907,2020-22,2020-06
United Kingdom,8524,2020-23,2020-06
United Kingdom,7136,2020-24,2020-06
United Kingdom,6680,2020-25,2020-06
United Kingdom,5240,2020-26,2020-06
United Kingdom,4026,2020-27,2020-07
United Kingdom,4271,2020-28,2020-07
United Kingdom,4310,2020-29,2020-07
United Kingdom,4549,2020-30,2020-07
United Kingdom,4444,2020-31,2020-08
United Kingdom,6130,2020-32,2020-08
United Kingdom,7659,2020-33,2020-08
United Kingdom,7158,2020-34,2020-08
United Kingdom,8825,2020-35,2020-08
United Kingdom,12685,2020-36,2020-09
United Kingdom,21352,2020-37,2020-09
United Kingdom,25753,2020-38,2020-09
United Kingdom,40712,2020-39,2020-09
United Kingdom,68009,2020-40,2020-10
United Kingdom,100738,2020-41,2020-10
United Kingdom,118693,2020-42,2020-10
United Kingdom,151391,2020-43,2020-10
United Kingdom,161114,2020-44,2020-10
United Kingdom,157099,2020-45,2020-11
United Kingdom,177305,2020-46,2020-11
United Kingdom,142727,2020-47,2020-11
United Kingdom,105282,2020-48,2020-11
United Kingdom,105915,2020-49,2020-12
United Kingdom,126161,2020-50,2020-12
United Kingdom,190744,2020-51,2020-12
United Kingdom,289583,2020-52,2020-12
United Kingdom,325049,2020-53,2020-12
United Kingdom,417570,2021-01,2021-01
United Kingdom,323610,2021-02,2021-01
United Kingdom,251504,2021-03,2021-01
United Kingdom,169713,2021-04,2021-01
United Kingdom,142608,2021-05,2021-02
United Kingdom,78294,2021-06,2021-02
United Kingdom,77431,2021-07,2021-02
United Kingdom,61045,2021-08,2021-02
United Kingdom,41966,2021-09,2021-03
United Kingdom,39918,2021-10,2021-03
United Kingdom,38145,2021-11,2021-03
United Kingdom,36459,2021-12,2021-03
United Kingdom,26346,2021-13,2021-04
United Kingdom,13955,2021-14,2021-04
United Kingdom,14477,2021-15,2021-04
United Kingdom,17062,2021-16,2021-04
United Kingdom,15319,2021-17,2021-04
United Kingdom,14659,2021-18,2021-05
United Kingdom,15917,2021-19,2021-05
United Kingdom,11761,2021-20,2021-05
United Kingdom,21518,2021-21,2021-05
United Kingdom,32836,2021-22,2021-06
United Kingdom,56527,2021-23,2021-06
United Kingdom,56621,2021-24,2021-06
United Kingdom,102394,2021-25,2021-06
United Kingdom,198099,2021-26,2021-06
United Kingdom,190712,2021-27,2021-07
United Kingdom,312694,2021-28,2021-07
United Kingdom,263973,2021-29,2021-07
United Kingdom,182755,2021-30,2021-07
United Kingdom,213576,2021-31,2021-08
United Kingdom,173194,2021-32,2021-08
United Kingdom,225469,2021-33,2021-08
United Kingdom,238517,2021-34,2021-08
United Kingdom,246703,2021-35,2021-08
United Kingdom,248150,2021-36,2021-09
United Kingdom,203470,2021-37,2021-09
United Kingdom,234484,2021-38,2021-09
United Kingdom,236450,2021-39,2021-09
United Kingdom,293089,2021-40,2021-10
United Kingdom,255396,2021-41,2021-10
